front,back
¿Qué es Azure Synapse Analytics?,Servicio de análisis que combina data warehouse y big data
¿Qué es Azure Data Lake Storage?,Almacenamiento optimizado para análisis de big data
¿Qué es Azure Machine Learning?,Servicio para construir, entrenar e implementar modelos de ML
¿Qué es Azure Cognitive Services?,Servicios de IA preconstruidos para visión, voz y lenguaje
¿Qué es Azure Container Registry?,Registro privado de imágenes Docker
¿Qué es Azure Kubernetes Service?,Servicio de orquestación Kubernetes administrado
¿Qué es un contenedor?,Entorno de aplicación ligero y aislado
¿Qué es Kubernetes?,Plataforma de orquestación de contenedores
¿Qué es Azure Cloud Shell?,Interfaz de línea de comandos basada en navegador
¿Qué herramientas están en Azure Cloud Shell?,Azure CLI y PowerShell
¿Qué es Azure CLI?,Herramienta de línea de comandos para gestionar recursos Azure
¿Qué es Azure PowerShell?,Módulo PowerShell para gestión de Azure
¿Qué es ARM?,Modelo de implementación Azure Resource Manager
¿Qué es una plantilla ARM?,Archivo JSON que define infraestructura como código
¿Qué es Bicep?,Lenguaje de dominio específico para plantillas ARM
¿Qué es Azure Advisor?,Recomendaciones personalizadas de mejores prácticas
¿Qué es Azure Cost Management?,Herramienta para monitorear y optimizar gastos en la nube
¿Qué es Azure Marketplace?,Tienda en línea para soluciones Azure
¿Qué es Azure SLA?,Acuerdo de nivel de servicio para garantías de disponibilidad
¿Qué es el modelo de responsabilidad compartida de Azure?,División de responsabilidades de seguridad entre Microsoft y cliente
¿Qué es Azure Well Architected Framework?,Mejores prácticas para confiabilidad, seguridad, rendimiento, costo y operaciones
