front,back
¿Qué es Fine Tuning?,Entrenar un modelo pre-entrenado con datos personalizados
¿Qué es Embedding?,Representación numérica de texto o datos
¿Qué es Base de Datos Vectorial?,Base de datos optimizada para búsqueda por similitud
¿Qué es Generación Aumentada por Recuperación?,Combina resultados de búsqueda con IA generativa
¿Qué es Amazon OpenSearch?,Servicio de búsqueda y análisis
¿Qué es Amazon S3?,Servicio de almacenamiento de objetos
¿Qué es Amazon EC2?,Servicio de cómputo virtual
¿Qué es AWS Lambda?,Servicio de cómputo serverless
¿Qué es Serverless?,No se requiere administración de servidores por el usuario
¿Qué es API?,Interfaz para comunicación entre software
¿Qué es SDK?,Kit de Desarrollo de Software
¿Qué es CLI?,Interfaz de Línea de Comandos
¿Qué es Edge AI?,Procesamiento de IA cerca de la fuente de datos
¿Qué es IoT?,Internet de las Cosas
¿Qué es MLOps?,Prácticas para administrar el ciclo de vida de ML
¿Qué es CI/CD?,Integración Continua e Implementación Continua
¿Qué es Privacidad de Datos?,Proteger información personal y sensible
¿Qué es Cumplimiento?,Cumplir requisitos regulatorios
¿Qué es AWS Artifact?,Acceso a reportes de cumplimiento
¿Qué es Amazon GuardDuty?,Servicio de detección de amenazas
¿Qué es Amazon Macie?,Servicio de seguridad y privacidad de datos
¿Qué es Computación en la Nube?,Entrega bajo demanda de recursos de TI
¿Qué es Pago por Uso?,Paga solo por lo que uses
