"front","back"
"¿Dónde comenzó la civilización china antigua?","A lo largo del Río Amarillo"
"¿Qué dinastía construyó la Gran Muralla?","Múltiples dinastías, pero principalmente Qin y Ming"
"¿Quién fue Shi Huangdi?","Primer Emperador de China unificada"
"¿Qué es el Ejército de Terracota?","Soldados de arcilla enterrados con Shi Huangdi"
"¿Qué es el Confucianismo?","Filosofía china que enfatiza ética y orden"
"¿Quién fue Confucio?","Filósofo chino que enseñó valores morales"
"¿Qué es el Mandato del Cielo?","Creencia china de que los gobernantes necesitan aprobación divina"
"¿Qué era la Ruta de la Seda?","Ruta comercial conectando China con Occidente"
"¿Dónde se desarrolló la civilización griega?","Península griega e islas del Egeo"
"¿Cómo se llamaban las ciudades-estado griegas?","Polis"
"¿Por qué era conocida Atenas?","Democracia y filosofía"
"¿Por qué era conocida Esparta?","Fuerza militar y disciplina"
"¿Qué es democracia?","Gobierno por el pueblo"
"¿Quién fue el padre de la democracia?","Clístenes de Atenas"
"¿Qué era el Partenón?","Templo para Atenea en la Acrópolis"
"¿Quién luchó en las Guerras Persas?","Griegos contra el Imperio Persa"
"¿Qué fue la Batalla de Maratón?","Victoria griega sobre Persia en 490 a.C."
"¿Qué fue la Batalla de las Termópilas?","300 espartanos resistieron al ejército persa"
"¿Quién fue Alejandro Magno?","Rey macedonio que conquistó un vasto imperio"
"¿Qué era la cultura helenística?","Mezcla de culturas griega y oriental"
"¿Quién fue Sócrates?","Filósofo griego que usó método de cuestionamiento"
"¿Quién fue Platón?","Alumno de Sócrates que escribió La República"
"¿Quién fue Aristóteles?","Filósofo griego y tutor de Alejandro"
"¿Qué contribuyó Hipócrates?","Padre de la medicina y ética médica"
"¿Quién escribió la Ilíada y la Odisea?","Homero"
"¿Qué eran los Juegos Olímpicos?","Competición atlética honrando a Zeus"
"¿Dónde comenzó la civilización romana?","Península Itálica a lo largo del Río Tíber"
"¿Qué era la República Romana?","Gobierno romano con oficiales electos"
"¿Qué era el Senado Romano?","Asamblea de ciudadanos romanos ricos"
"¿Quiénes eran los cónsules?","Dos líderes electos de la República Romana"
"¿Qué eran las Guerras Púnicas?","Guerras entre Roma y Cartago"
"¿Quién fue Aníbal?","General cartaginés que cruzó los Alpes"
"¿Quién fue Julio César?","General romano que se convirtió en dictador"
"¿Cuándo fue asesinado Julio César?","44 a.C. en los Idus de Marzo"
"¿Quién fue Augusto?","Primer Emperador Romano"
"¿Qué era la Pax Romana?","200 años de paz y prosperidad romana"
"¿Qué era el Coliseo?","Anfiteatro romano para luchas de gladiadores"
"¿Qué eran los acueductos romanos?","Estructuras que llevaban agua a las ciudades"
"¿Qué idioma hablaban los romanos?","Latín"
"¿Qué era la ley romana?","Sistema legal que influyó en la ley moderna"
"¿Por qué cayó el Imperio Romano?","Invasiones y problemas internos"
"¿Cuándo cayó el Imperio Romano Occidental?","476 d.C."
"¿Por qué eran conocidos los fenicios?","Alfabeto y comercio marítimo"
"¿Dónde estaba Fenicia?","Líbano moderno"
"¿Qué inventaron los fenicios?","El alfabeto que influyó en el griego y el latín"
"¿Quiénes eran los hebreos?","Pueblo antiguo que desarrolló el Judaísmo"
"¿Qué es monoteísmo?","Creencia en un solo dios"
"¿Quién fue Abraham?","Patriarca del pueblo hebreo"
"¿Quién fue Moisés?","Líder que recibió los Diez Mandamientos"
"¿Qué es la Torá?","Texto sagrado del Judaísmo"
"¿Dónde estaba el Reino de Israel?","Israel y Palestina modernos"
"¿Quién construyó el Primer Templo en Jerusalén?","Rey Salomón"
"¿Qué fue el Cautiverio Babilónico?","Exilio de los judíos a Babilonia"
"¿Quiénes eran los persas?","Imperio que liberó a los judíos de Babilonia"
"¿Quién fue Ciro el Grande?","Rey persa que construyó un vasto imperio"
"¿Qué religión practicaban los persas?","Zoroastrismo"
"¿Qué es el Zoroastrismo?","Religión con conceptos de bien contra mal"
"¿Dónde estaba Nubia?","Sur de Egipto a lo largo del Nilo"
"¿Qué era el Reino de Kush?","Reino nubio que comerciaba con Egipto"
"¿Dónde estaba Cartago?","Norte de África en la Túnez moderna"
"¿Qué era la civilización olmeca?","Primera gran civilización en Mesoamérica"
"¿Qué eran las cabezas olmecas?","Esculturas gigantes de cabezas de piedra"
"¿Dónde se desarrolló la civilización maya?","América Central y sur de México"
"¿Qué era el calendario maya?","Calendario astronómico sofisticado"
"¿Qué escritura usaban los mayas?","Sistema de escritura jeroglífica"
