"front","back"
"¿Qué principio estableció la Carta Magna?","El estado de derecho se aplica a todos"
"¿Qué era el Parlamento?","Asamblea representativa en Inglaterra"
"¿Qué fue la Guerra de los Cien Años?","Conflicto entre Inglaterra y Francia"
"¿Cuándo fue la Guerra de los Cien Años?","1337 a 1453"
"¿Quién fue Juana de Arco?","Heroína francesa que luchó contra los ingleses"
"¿Qué pasó con Juana de Arco?","Quemada en la hoguera por herejía"
"¿Qué fue la Peste Negra?","Plaga devastadora que mató a millones"
"¿Cuándo llegó la Peste Negra a Europa?","1347"
"¿Qué causó la Peste Negra?","Bacteria propagada por pulgas en ratas"
"¿Cuánto de la población europea murió?","Cerca de un tercio"
"¿Cuáles fueron los efectos de la Peste Negra?","Escasez de mano de obra y convulsión social"
"¿Qué fue la Revuelta de los Campesinos?","Levantamiento inglés contra la servidumbre en 1381"
"¿Qué eran los gremios?","Asociaciones de artesanos o comerciantes"
"¿Qué controlaban los gremios?","Entrenamiento, calidad y precios"
"¿Qué era un aprendiz?","Joven aprendiendo un oficio"
"¿Qué era un oficial?","Artesano entrenado trabajando para un maestro"
"¿Qué era un maestro artesano?","Experto que podía tener un taller"
"¿Cómo eran las ciudades medievales?","Superpobladas e insalubres, pero centros de comercio"
"¿Qué era una catedral?","Gran iglesia importante"
"¿Qué estilo tenían las catedrales medievales?","Arquitectura gótica"
"¿Qué son los arbotantes?","Soportes externos para paredes de catedrales"
"¿Para qué servían los vitrales?","Enseñar historias bíblicas a personas analfabetas"
"¿Quién fue Tomás de Aquino?","Filósofo medieval que unió fe y razón"
"¿Qué eran las universidades?","Instituciones de educación superior"
"¿Qué era la escolástica?","Tradición académica medieval usando lógica"
"¿Qué idioma usaban los eruditos?","Latín"
"¿Qué era el vernáculo?","Idiomas locales del día a día"
"¿Quién escribió La Divina Comedia?","Dante Alighieri"
"¿Quién escribió Los Cuentos de Canterbury?","Geoffrey Chaucer"
"¿Qué era un monasterio?","Comunidad religiosa de monjes"
"¿Qué era un convento?","Comunidad religiosa de monjas"
"¿Qué preservaron los monjes?","Textos clásicos y conocimiento"
"¿Qué era el Imperio Bizantino?","Imperio Romano Oriental centrado en Constantinopla"
"¿Qué era Constantinopla?","Capital del Imperio Bizantino"
"¿Cuándo cayó Constantinopla?","1453 ante los turcos otomanos"
"¿Qué fue la Reconquista?","Reconquista cristiana de España de los musulmanes"
"¿Cuándo terminó la Reconquista?","1492 con la caída de Granada"
"¿Qué era Al-Ándalus?","Territorio gobernado por musulmanes en España"
"¿Qué contribuciones vinieron de la España Islámica?","Avances en ciencia, medicina y filosofía"
"¿Quiénes eran los moros?","Musulmanes que gobernaron partes de España"
"¿Qué fue la Inquisición?","Tribunal de la Iglesia para identificar herejes"
"¿Qué inventos se difundieron en la Edad Media?","Imprenta, pólvora y brújula"
"¿Quién inventó la imprenta?","Johannes Gutenberg"
"¿Cuándo se inventó la imprenta?","Alrededor de 1440"
"¿Qué posibilitó la imprenta?","Producción masiva de libros y difusión de ideas"
