"front","back"
"Quem eram os persas?","Império que libertou os judeus da Babilônia"
"Quem foi Ciro, o Grande?","Rei persa que construiu um vasto império"
"Qual religião os persas praticavam?","Zoroastrismo"
"O que é o Zoroastrismo?","Religião com conceitos de bem contra mal"
"Onde ficava a Núbia?","Sul do Egito ao longo do Nilo"
"O que era o Reino de Kush?","Reino núbio que comercializava com o Egito"
"Onde ficava Cartago?","Norte da África na Tunísia moderna"
"O que era a civilização olmeca?","Primeira grande civilização na Mesoamérica"
"O que eram as cabeças olmecas?","Esculturas gigantes de cabeças de pedra"
"Onde a civilização maia se desenvolveu?","América Central e sul do México"
"O que era o calendário maia?","Calendário astronômico sofisticado"
"Qual escrita os maias usavam?","Sistema de escrita hieroglífica"
