"front","back"
"¿Qué fue la distensión?","Período de tensiones reducidas de la Guerra Fría"
"¿Cuándo fue la distensión?","Años 1970"
"¿Qué fueron los tratados SALT?","Conversaciones sobre Limitación de Armas Estratégicas"
"¿Qué limitaba SALT?","Armas nucleares"
"¿Qué fue la invasión soviética de Afganistán?","Intervención militar de la URSS de 1979 a 1989"
"¿Cómo respondió EE.UU. a la invasión de Afganistán?","Boicoteó los Juegos Olímpicos de 1980 y armó a los rebeldes"
"¿Quiénes eran los Muyahidines?","Combatientes afganos contra la ocupación soviética"
"¿Quién fue Ronald Reagan?","Presidente de EE.UU. que escaló la Guerra Fría"
"¿Cuál era el enfoque de Reagan?","Acumulación militar y retórica agresiva"
"¿Qué fue la Guerra de las Galaxias?","Iniciativa de Defensa Estratégica de defensa antimisiles"
"¿Quién fue Mikhail Gorbachev?","Último líder de la Unión Soviética"
"¿Qué era glasnost?","Política de apertura en la URSS"
"¿Qué era perestroika?","Reestructuración económica en la URSS"
"¿Qué pasó en Europa del Este en 1989?","Los gobiernos comunistas colapsaron"
"¿Qué fue el movimiento Solidaridad?","Sindicato polaco que desafió al comunismo"
"¿Quién fue Lech Walesa?","Líder del movimiento Solidaridad"
"¿Qué pasó con la Unión Soviética en 1991?","Se disolvió en estados independientes"
"¿Qué reemplazó a la Unión Soviética?","Federación Rusa y otras repúblicas"
"¿Qué era la KGB?","Agencia de inteligencia soviética"
"¿Qué era la CIA?","Agencia Central de Inteligencia de EE.UU."
"¿Qué eran las guerras por delegación?","Conflictos donde las superpotencias apoyaban bandos opuestos"
"¿Qué fue el Miedo Rojo?","Miedo a la infiltración comunista en EE.UU."
"¿Qué fue el Macartismo?","Acusaciones anticomunistas en EE.UU. de los años 1950"
"¿Quién fue Joseph McCarthy?","Senador que lideró investigaciones anticomunistas"
"¿Qué era el Comité de Actividades Antiamericanas de la Cámara?","Órgano del Congreso que investigaba el comunismo"
"¿Qué fue la lista negra de Hollywood?","Prohibición de supuestos comunistas en la industria del cine"
"¿Qué fue el Movimiento de los No Alineados?","Países no aliados con ninguna superpotencia"
"¿Quién lideró el Movimiento de los No Alineados?","India, Yugoslavia y Egipto"
"¿Qué fue la Primavera de Praga?","Movimiento de reforma en Checoslovaquia en 1968"
"¿Cómo respondió la URSS a la Primavera de Praga?","Invasión militar"
"¿Qué fue la Doctrina Brezhnev?","Derecho soviético de intervenir en países socialistas"
"¿Qué fue la Revolución Húngara?","Levantamiento contra el control soviético en 1956"
"¿Cómo respondió la URSS a Hungría?","Represión militar"
"¿Qué fue la ruptura sino-soviética?","División entre China y la Unión Soviética"
"¿Quién fue Mao Zedong?","Líder comunista de China"
"¿Qué fue la Revolución Cultural?","Campaña radical de Mao en China"
"¿Qué fueron los Acuerdos de Helsinki?","Acuerdo de 1975 sobre derechos humanos y fronteras"
"¿Qué fue la Doctrina Reagan?","Apoyo de EE.UU. a movimientos anticomunistas"
"¿Qué terminó la Guerra Fría?","Colapso económico soviético y movimientos de reforma"
"¿Cuál fue el significado de la Guerra Fría?","Moldeó la política global por casi 50 años"
