"front","back"
"O que foi o movimento de cercamentos?","Consolidação de terras comuns em fazendas privadas"
"Como o cercamento afetou os agricultores?","Muitos perderam acesso à terra e se mudaram para cidades"
"O que é produção em massa?","Fabricação de grandes quantidades de bens padronizados"
"O que são peças intercambiáveis?","Componentes idênticos que podem substituir uns aos outros"
"Quem foi pioneiro nas peças intercambiáveis?","Eli Whitney"
"Qual indústria iniciou a Revolução Industrial?","Indústria têxtil"
"Qual matéria-prima era crucial para têxteis?","Algodão"
"De onde a Grã-Bretanha obtinha seu algodão?","Principalmente do sul americano"
"Como a Revolução Industrial se espalhou?","Da Grã-Bretanha para a Europa e América do Norte"
"Qual país se industrializou depois da Grã-Bretanha?","Bélgica"
"Quando os EUA se industrializaram rapidamente?","Após a Guerra Civil na década de 1860"
"O que foi a Era Dourada?","Período de rápida industrialização dos EUA de 1870 a 1900"
"Quem eram os barões ladrões?","Industriais ricos como Carnegie e Rockefeller"
"Qual indústria Andrew Carnegie dominou?","Indústria do aço"
"Qual indústria John D. Rockefeller dominou?","Indústria do petróleo"
"O que é um monopólio?","Controle de uma indústria inteira por uma empresa"
"O que eram linhas de montagem?","Método de produção onde trabalhadores adicionam peças em sequência"
"Quem popularizou a linha de montagem?","Henry Ford"
"O que Henry Ford fabricava?","Automóveis"
"O que era o Modelo T?","O carro produzido em massa e acessível da Ford"
"Como a industrialização afetou o meio ambiente?","Poluição e esgotamento de recursos"
"O que é smog?","Poluição do ar causada por fumaça e neblina"
"Como a Revolução Industrial mudou a guerra?","Novas armas e produção em massa de armamentos"
"Qual efeito de longo prazo a industrialização teve?","Criou economias industriais modernas"
