"front","back"
"¿Qué es Azure Advisor?","Un servicio que proporciona recomendaciones de mejores prácticas."
"¿Qué es Azure Service Health?","Proporciona información de estado e incidentes."
"¿Qué es Azure Cost Management?","Una herramienta para monitorear y optimizar gastos en la nube."
"¿Qué es CapEx?","Gastos de capital - inversión anticipada."
"¿Qué es OpEx?","Gastos operativos - costos pay-as-you-go."
"¿Qué es precio basado en consumo?","Solo pagas por lo que usas."
"¿Qué es Azure Free Account?","Proporciona servicios Azure gratuitos limitados."
"¿Qué es SLA?","Acuerdo de Nivel de Servicio define garantías de disponibilidad."
"¿Cuál es un ejemplo de SLA en Azure?","99.9% de garantía de disponibilidad."
"¿Qué pasa si no se cumple el SLA?","Los clientes reciben créditos de servicio."
"¿Qué es cumplimiento?","Cumplir requisitos legales y regulatorios."
"¿Qué es Microsoft Trust Center?","Un portal para información de seguridad, cumplimiento y privacidad."
"¿Qué es Azure Policy?","Un servicio para aplicar estándares organizacionales."
"¿Qué es Azure Blueprints?","Un servicio para implementar entornos gobernados."
"¿Qué es etiquetado en Azure?","Agregar metadatos a recursos."
"¿Qué es Azure DevOps?","Un conjunto de herramientas de colaboración de desarrollo."
"¿Qué es CI/CD?","Integración continua y entrega continua."
"¿Qué es Azure Cloud Shell?","Una herramienta de línea de comandos basada en navegador."
"¿Qué es Azure Portal?","Una interfaz basada en web para administrar Azure."
"¿Qué es Azure CLI?","Una herramienta de línea de comandos para administrar recursos Azure."
"¿Qué es PowerShell en Azure?","Un lenguaje de scripting para automatización."
"¿Qué es par de Regiones Azure?","Dos regiones emparejadas para recuperación de desastres."
"¿Qué es recuperación de desastres?","Restaurar sistemas después de fallos."
"¿Qué es respaldo en Azure?","Crear copias de datos para recuperación."
"¿Qué es Azure Backup?","Un servicio para respaldar recursos Azure."
"¿Qué es Azure Site Recovery?","Un servicio de recuperación de desastres."
"¿Qué es modelo de responsabilidad compartida?","La seguridad se comparte entre Azure y el cliente."
"¿Qué es responsabilidad del cliente en Azure?","Administración de datos y acceso."
"¿Qué es responsabilidad de Microsoft en Azure?","Seguridad física del centro de datos."
"¿Cuál es el propósito del AZ-900?","Validar conocimiento fundamental de Azure."
